CurrentTime,Instance,Number,Spend_time,nb_nodes,nb_sub_nodes,Seed,Iter,Local_Best_Obj
20200306200054,15Type1_52.15_n500m200,0,500.116s,500,200,1583496055,32006,38.55
20200306200916,15Type1_52.15_n500m200,1,500.129s,500,200,1583496558,31510,37.96
20200306201739,15Type1_52.15_n500m200,2,500.415s,500,200,1583497061,32055,39.03
20200306202602,15Type1_52.15_n500m200,3,500.267s,500,200,1583497563,31826,38.28
20200306203425,15Type1_52.15_n500m200,4,500.483s,500,200,1583498066,31524,40.34
20200306204248,16Type1_52.16_n500m200,0,500.083s,500,200,1583498569,31451,39.41
20200306205110,16Type1_52.16_n500m200,1,500.401s,500,200,1583499072,31890,42.36
20200306205933,16Type1_52.16_n500m200,2,500.313s,500,200,1583499575,31801,37.57
20200306210756,16Type1_52.16_n500m200,3,500.216s,500,200,1583500078,31773,38.5
20200306211619,16Type1_52.16_n500m200,4,500.303s,500,200,1583500580,31550,40.02
20200306212441,19Type1_52.19_n500m200,0,500.464s,500,200,1583501083,31729,42.45
20200306213304,19Type1_52.19_n500m200,1,500.486s,500,200,1583501586,31716,38.7
20200306214128,19Type1_52.19_n500m200,2,500.302s,500,200,1583502089,31784,37.2
20200306214950,19Type1_52.19_n500m200,3,500.049s,500,200,1583502592,31841,39.27
20200306215813,19Type1_52.19_n500m200,4,500.26s,500,200,1583503095,31729,37.93
20200306220636,04Type1_52.4_n500m200,0,500.144s,500,200,1583503597,31496,38.57
20200306221458,04Type1_52.4_n500m200,1,500.133s,500,200,1583504100,31548,40.38
20200306222321,04Type1_52.4_n500m200,2,500.281s,500,200,1583504603,31711,37.44
20200306223144,04Type1_52.4_n500m200,3,500.411s,500,200,1583505106,31602,39.31
20200306224007,04Type1_52.4_n500m200,4,500.19s,500,200,1583505608,31376,40.82
20200306224829,07Type1_52.7_n500m200,0,500.493s,500,200,1583506111,31749,39.43
20200306225652,07Type1_52.7_n500m200,1,500.177s,500,200,1583506614,31825,40.11
20200306230515,07Type1_52.7_n500m200,2,500.098s,500,200,1583507117,31373,40.14
20200306231338,07Type1_52.7_n500m200,3,500.225s,500,200,1583507619,31363,39.53
20200306232200,07Type1_52.7_n500m200,4,500.186s,500,200,1583508122,30909,36.45
20200306233023,01Type1_52.1_n500m200,0,500.562s,500,200,1583508625,31515,37.74
20200306233846,01Type1_52.1_n500m200,1,500.314s,500,200,1583509128,31722,39.05
20200306234709,01Type1_52.1_n500m200,2,500.547s,500,200,1583509631,31626,37.75
20200306235532,01Type1_52.1_n500m200,3,500.462s,500,200,1583510134,31580,39.28
20200307000355,01Type1_52.1_n500m200,4,500.054s,500,200,1583510637,31822,43
